Country,Confirmed,Deaths,Recovered,Active,Date
Turkey,2449839,25476,2331314,93049,2021-01-27 00:00:00 +0000 UTC
Turkey,2457118,25605,2340216,91297,2021-01-28 00:00:00 +0000 UTC
Turkey,2464030,25736,2348309,89985,2021-01-29 00:00:00 +0000 UTC
Turkey,2470901,25865,2355409,89627,2021-01-30 00:00:00 +0000 UTC
Turkey,2477463,25993,2362415,89055,2021-01-31 00:00:00 +0000 UTC
Turkey,2485182,26117,2370431,88634,2021-02-01 00:00:00 +0000 UTC
Turkey,2492977,26237,2379070,87670,2021-02-02 00:00:00 +0000 UTC
Turkey,2501079,26354,2387384,87341,2021-02-03 00:00:00 +0000 UTC
Turkey,2508988,26467,2396199,86322,2021-02-04 00:00:00 +0000 UTC
Turkey,2516889,26577,2404416,85896,2021-02-05 00:00:00 +0000 UTC
Turkey,2524786,26685,2412505,85596,2021-02-06 00:00:00 +0000 UTC
Turkey,2531456,26797,2420706,63953,2021-02-07 00:00:00 +0000 UTC
Turkey,2539559,26900,2429273,83386,2021-02-08 00:00:00 +0000 UTC
Turkey,2548195,26998,2437382,83815,2021-02-09 00:00:00 +0000 UTC
Turkey,2556837,27093,2445285,84459,2021-02-10 00:00:00 +0000 UTC
Turkey,2564427,27187,2453096,84144,2021-02-11 00:00:00 +0000 UTC
Turkey,2572190,27284,2461204,83702,2021-02-12 00:00:00 +0000 UTC
Turkey,2579896,27377,2468419,84100,2021-02-13 00:00:00 +0000 UTC
Turkey,2586183,27471,2475329,83383,2021-02-14 00:00:00 +0000 UTC
Turkey,2594128,27562,2482435,84131,2021-02-15 00:00:00 +0000 UTC
Turkey,2602034,27652,2489624,84758,2021-02-16 00:00:00 +0000 UTC
Turkey,2609359,27738,2496833,84788,2021-02-17 00:00:00 +0000 UTC
Turkey,2616600,27821,2504050,84729,2021-02-18 00:00:00 +0000 UTC
Turkey,2624019,27903,2511548,84568,2021-02-19 00:00:00 +0000 UTC
Turkey,2631876,27983,2518758,85135,2021-02-20 00:00:00 +0000 UTC
Turkey,2638422,28060,2523760,86602,2021-02-21 00:00:00 +0000 UTC
Turkey,2646526,28138,2529450,88938,2021-02-22 00:00:00 +0000 UTC
Turkey,2655633,28213,2534996,92424,2021-02-23 00:00:00 +0000 UTC
Turkey,2665194,28285,2540293,96616,2021-02-24 00:00:00 +0000 UTC
Turkey,2674766,28358,2546503,99905,2021-02-25 00:00:00 +0000 UTC
Turkey,2683971,28432,2556785,98754,2021-02-26 00:00:00 +0000 UTC
Turkey,2693164,28503,2565723,98938,2021-02-27 00:00:00 +0000 UTC
Turkey,2701588,28569,2572234,100785,2021-02-28 00:00:00 +0000 UTC
Turkey,2711479,28638,2578181,104660,2021-03-01 00:00:00 +0000 UTC
Turkey,2723316,28706,2586073,108537,2021-03-02 00:00:00 +0000 UTC
Turkey,2734836,28771,2593264,112801,2021-03-03 00:00:00 +0000 UTC
Turkey,2746158,28839,2601137,116182,2021-03-04 00:00:00 +0000 UTC
Turkey,2757460,28901,2608848,119711,2021-03-05 00:00:00 +0000 UTC
Turkey,2769230,28965,2616139,124126,2021-03-06 00:00:00 +0000 UTC
Turkey,2780417,29030,2623924,2751387,2021-03-07 00:00:00 +0000 UTC
Turkey,2793632,29094,2632030,132508,2021-03-08 00:00:00 +0000 UTC
Turkey,2807387,29160,2640669,137558,2021-03-09 00:00:00 +0000 UTC
Turkey,2821943,29227,2649862,142854,2021-03-10 00:00:00 +0000 UTC
Turkey,2835989,29290,2659093,147606,2021-03-11 00:00:00 +0000 UTC
Turkey,2850930,29356,2670273,151301,2021-03-12 00:00:00 +0000 UTC
Turkey,2866012,29421,2685560,151031,2021-03-13 00:00:00 +0000 UTC
Turkey,2879390,29489,2701076,148825,2021-03-14 00:00:00 +0000 UTC
Turkey,2894893,29552,2716969,148372,2021-03-15 00:00:00 +0000 UTC
Turkey,2911642,29623,2734862,147157,2021-03-16 00:00:00 +0000 UTC
Turkey,2930554,29696,2752023,148835,2021-03-17 00:00:00 +0000 UTC
Turkey,2950603,29777,2770638,150188,2021-03-18 00:00:00 +0000 UTC
Turkey,2971633,29864,2788757,153012,2021-03-19 00:00:00 +0000 UTC
Turkey,2992694,29959,2807572,155163,2021-03-20 00:00:00 +0000 UTC
Turkey,3013122,30061,2825187,157874,2021-03-21 00:00:00 +0000 UTC
Turkey,3035338,30178,2844681,160479,2021-03-22 00:00:00 +0000 UTC
Turkey,3061520,30316,2863882,167322,2021-03-23 00:00:00 +0000 UTC
Turkey,3091282,30462,2881643,179177,2021-03-24 00:00:00 +0000 UTC
Turkey,3120013,30619,2900829,188565,2021-03-25 00:00:00 +0000 UTC
Turkey,3149094,30772,2921037,197285,2021-03-26 00:00:00 +0000 UTC
Turkey,3179115,30923,2939929,208263,2021-03-27 00:00:00 +0000 UTC
Turkey,3208173,31076,2957093,220004,2021-03-28 00:00:00 +0000 UTC
Turkey,3240577,31230,2975108,234239,2021-03-29 00:00:00 +0000 UTC
Turkey,3277880,31385,2995033,251462,2021-03-30 00:00:00 +0000 UTC
Turkey,3317182,31537,3014226,271419,2021-03-31 00:00:00 +0000 UTC
Turkey,3357988,31713,3035043,291232,2021-04-01 00:00:00 +0000 UTC
Turkey,3400296,31892,3059462,308942,2021-04-02 00:00:00 +0000 UTC
Turkey,3445052,32078,3082676,330298,2021-04-03 00:00:00 +0000 UTC
Turkey,3487050,32263,3105350,349437,2021-04-04 00:00:00 +0000 UTC
Turkey,3529601,32456,3130977,366168,2021-04-05 00:00:00 +0000 UTC
Turkey,3579185,32667,3159475,387043,2021-04-06 00:00:00 +0000 UTC
Turkey,3633925,32943,3194978,406004,2021-04-07 00:00:00 +0000 UTC
Turkey,3689866,33201,3232892,423773,2021-04-08 00:00:00 +0000 UTC
Turkey,3745657,33454,3268678,443525,2021-04-09 00:00:00 +0000 UTC
Turkey,3798333,33702,3301217,463414,2021-04-10 00:00:00 +0000 UTC
Turkey,3849011,33939,3331411,483661,2021-04-11 00:00:00 +0000 UTC
Turkey,3903573,34182,3372629,496762,2021-04-12 00:00:00 +0000 UTC
Turkey,3962760,34455,3424733,503572,2021-04-13 00:00:00 +0000 UTC
Turkey,4025557,34734,3480146,510677,2021-04-14 00:00:00 +0000 UTC
Turkey,4086957,35031,3535040,516886,2021-04-15 00:00:00 +0000 UTC
Turkey,4150039,35320,3591550,523169,2021-04-16 00:00:00 +0000 UTC
Turkey,4212645,35608,3643734,533303,2021-04-17 00:00:00 +0000 UTC
Turkey,4268447,35926,3687590,544931,2021-04-18 00:00:00 +0000 UTC
Turkey,4323596,36267,3736537,550792,2021-04-19 00:00:00 +0000 UTC
Turkey,4384624,36613,3792129,555882,2021-04-20 00:00:00 +0000 UTC
Turkey,4446591,36975,3844342,565274,2021-04-21 00:00:00 +0000 UTC
Turkey,4501382,37329,3909935,554118,2021-04-22 00:00:00 +0000 UTC
Turkey,4550820,37672,3970111,543037,2021-04-23 00:00:00 +0000 UTC
Turkey,4591416,38011,4022408,530997,2021-04-24 00:00:00 +0000 UTC
Turkey,4629969,38358,4073644,517967,2021-04-25 00:00:00 +0000 UTC
Turkey,4667281,38711,4121671,506899,2021-04-26 00:00:00 +0000 UTC
Turkey,4710582,39057,4167263,504262,2021-04-27 00:00:00 +0000 UTC
Turkey,4751026,39398,4212461,499167,2021-04-28 00:00:00 +0000 UTC
Turkey,4788700,39737,4255714,493249,2021-04-29 00:00:00 +0000 UTC
Turkey,4820591,40131,4323897,456563,2021-04-30 00:00:00 +0000 UTC
Turkey,4849408,40504,4405199,403705,2021-05-01 00:00:00 +0000 UTC
Turkey,4875388,40844,4480381,354163,2021-05-02 00:00:00 +0000 UTC
Turkey,4900121,41191,4515819,343111,2021-05-03 00:00:00 +0000 UTC
Turkey,4929118,41527,4554037,333554,2021-05-04 00:00:00 +0000 UTC
Turkey,4955594,41883,4589501,324210,2021-05-05 00:00:00 +0000 UTC
Turkey,4977982,42187,4626799,308996,2021-05-06 00:00:00 +0000 UTC
Turkey,4998089,42465,4662328,293296,2021-05-07 00:00:00 +0000 UTC
Turkey,5016141,42746,4691224,282171,2021-05-08 00:00:00 +0000 UTC
Turkey,5031332,43029,4716918,271385,2021-05-09 00:00:00 +0000 UTC
Turkey,5044936,43311,4743871,257754,2021-05-10 00:00:00 +0000 UTC
Turkey,5059433,43589,4766124,249720,2021-05-11 00:00:00 +0000 UTC
Turkey,5072462,43821,4801291,227350,2021-05-12 00:00:00 +0000 UTC
Turkey,5083996,44059,4856763,183174,2021-05-13 00:00:00 +0000 UTC
Turkey,5095390,44301,4894024,157065,2021-05-14 00:00:00 +0000 UTC
Turkey,5106862,44537,4932838,129487,2021-05-15 00:00:00 +0000 UTC
Turkey,5117374,44760,4947256,125358,2021-05-16 00:00:00 +0000 UTC
Turkey,5127548,44983,4961120,121445,2021-05-17 00:00:00 +0000 UTC
Turkey,5139485,45186,4971245,123054,2021-05-18 00:00:00 +0000 UTC
Turkey,5151038,45419,4980516,125103,2021-05-19 00:00:00 +0000 UTC
Turkey,5160423,45626,4989787,125010,2021-05-20 00:00:00 +0000 UTC
Turkey,5169951,45840,4998639,125472,2021-05-21 00:00:00 +0000 UTC
Turkey,5178648,46071,5013111,119466,2021-05-22 00:00:00 +0000 UTC
Turkey,5186487,46268,5024313,115906,2021-05-23 00:00:00 +0000 UTC
Turkey,5194010,46446,5034316,113248,2021-05-24 00:00:00 +0000 UTC
Turkey,5203385,46621,5045508,111256,2021-05-25 00:00:00 +0000 UTC
Turkey,5212123,46787,5057713,107623,2021-05-26 00:00:00 +0000 UTC
Turkey,5220549,46970,5070815,102764,2021-05-27 00:00:00 +0000 UTC
Turkey,5228322,47134,5083099,98089,2021-05-28 00:00:00 +0000 UTC
Turkey,5235978,47271,5094279,94428,2021-05-29 00:00:00 +0000 UTC
Turkey,5242911,47405,5105042,90464,2021-05-30 00:00:00 +0000 UTC
Turkey,5249404,47527,5114624,87253,2021-05-31 00:00:00 +0000 UTC
Turkey,5256516,47656,5124081,84779,2021-06-01 00:00:00 +0000 UTC
Turkey,5263697,47768,5131453,84476,2021-06-02 00:00:00 +0000 UTC
Turkey,5270299,47882,5139993,82424,2021-06-03 00:00:00 +0000 UTC
Turkey,5276468,47976,5147610,80882,2021-06-04 00:00:00 +0000 UTC
Turkey,5282594,48068,5154771,79755,2021-06-05 00:00:00 +0000 UTC
Turkey,5287980,48164,5160774,79042,2021-06-06 00:00:00 +0000 UTC
Turkey,5293627,48255,5167350,78022,2021-06-07 00:00:00 +0000 UTC
Turkey,5300236,48341,5173186,78709,2021-06-08 00:00:00 +0000 UTC
Turkey,5306690,48428,5179833,78429,2021-06-09 00:00:00 +0000 UTC
Turkey,5313098,48524,5186728,77846,2021-06-10 00:00:00 +0000 UTC
Turkey,5319359,48593,5192945,77821,2021-06-11 00:00:00 +0000 UTC
Turkey,5325435,48668,5198057,78710,2021-06-12 00:00:00 +0000 UTC
Turkey,5330447,48721,5202251,79475,2021-06-13 00:00:00 +0000 UTC
Turkey,5336073,48795,5206836,80442,2021-06-14 00:00:00 +0000 UTC
Turkey,5342028,48879,5211022,82127,2021-06-15 00:00:00 +0000 UTC
Turkey,5348249,48950,5215654,83645,2021-06-16 00:00:00 +0000 UTC
Turkey,5354153,49012,5219797,85344,2021-06-17 00:00:00 +0000 UTC
Turkey,5359728,49071,5224224,86433,2021-06-18 00:00:00 +0000 UTC
Turkey,5365208,49122,5228419,87667,2021-06-19 00:00:00 +0000 UTC
Turkey,5370299,49185,5232638,88476,2021-06-20 00:00:00 +0000 UTC
Turkey,5375593,49236,5237731,88626,2021-06-21 00:00:00 +0000 UTC
Turkey,5381736,49293,5242945,89498,2021-06-22 00:00:00 +0000 UTC
Turkey,5387545,49358,5248862,89325,2021-06-23 00:00:00 +0000 UTC
Turkey,5393248,49417,5254708,89123,2021-06-24 00:00:00 +0000 UTC
Turkey,5398878,49473,5261892,87513,2021-06-25 00:00:00 +0000 UTC
Turkey,5404144,49524,5269294,85326,2021-06-26 00:00:00 +0000 UTC
Turkey,5409027,49576,5275231,84220,2021-06-27 00:00:00 +0000 UTC
Turkey,5414310,49634,5280558,84118,2021-06-28 00:00:00 +0000 UTC
Turkey,5420156,49687,5287094,83375,2021-06-29 00:00:00 +0000 UTC
Turkey,5425652,49732,5294285,81635,2021-06-30 00:00:00 +0000 UTC
Turkey,5430940,49774,5300504,80662,2021-07-01 00:00:00 +0000 UTC
Turkey,5435831,49829,5305856,80146,2021-07-02 00:00:00 +0000 UTC
Turkey,5440368,49874,5310769,79725,2021-07-03 00:00:00 +0000 UTC
Turkey,5440368,49874,5310769,79725,2021-07-04 00:00:00 +0000 UTC
Turkey,5440368,49874,5310769,79725,2021-07-05 00:00:00 +0000 UTC
